Cbc News,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages,2020-03-27 08:00:00,recognizing that most active ingredients for drugs come from India and China and medical supply chains have been disrupted by the spread of COVID-19.,Coronavirus a wake-up call for Canadas prescription drug supply,Canadian pharmacies are limiting how much medication can be dispensed to try to prevent shortages
Thomson Reuters,2020-02-20 13:44:00,000,As the number of coronavirus cases in China rose again by the end of Thursday,Number of coronavirus cases in China passes 75,South Koreas fourth-largest city struggled to cope with a spike in illnesses after what authorities described as a super-spreading event at a church.
Reporter Editor,Follow,Bobby.Hristova Cbc.Ca,Bobbyhristova On Twitter,Bobhristova Is A Reporter Editor With Cbc Hamilton. Email,Were freaking out
Cbc News,Nova Scotia’s regional centres for education have issued a provincewide ban on all international school trips,2020-03-04 20:34:00,Education Minister Zach Churchill announced Wednesday.,All Nova Scotia schools cancel international trips over coronavirus concerns,Nova Scotias regional centres for education have issued a provincewide ban on all international school trips amid concerns of the COVID-19 outbreak
Cbc News,2020-02-14 11:25:00,700 Chinese health workers infected while fighting coronavirus outbreak,B.C. has identified a new presumptive case of coronavirus,More than 1,on top of Canadas seven previously confirmed cases. But the vast majority of coronavirus cases remain in Chinas Hubei province
Yvette Brend Is A Cbc Vancouver Journalist. Yvette.Brend Cbc.Ca,Hundreds of students across B.C. are learning that their international spring break trips have been called off due to concerns about the spread of the novel coronavirus.,2020-03-05 03:12:00,Hundreds of students across B.C. are learning that their international spring break trips have been called off due to concerns about the global spread of the novel coronavirus. The Surrey School District has cancelled nine trips,Several school districts cancel international student trips as coronavirus outbreak worsens,affecting 200 students. And the Vancouver School Board has cancelled a trip to France and Italy that affects about 20 students from Point Grey and Prince of Wales secondary schools. Kate Horodyski
Reporter Editor,Follow,Bobby.Hristova Cbc.Ca,Bobbyhristova On Twitter,Bobhristova Is A Reporter Editor With Cbc Hamilton. Email,A matter of time: Some Hamilton shoppers start stockpiling groceries as coronavirus spreads
The Associated Press,A U.S. government whistleblower has filed a complaint alleging that some federal workers did not have the necessary protective gear or training when they were deployed to help Americans evacuated from China during the coronavirus outbreak.,2020-02-28 01:35:00,A government whistleblower has filed a complaint alleging that some federal workers did not have the necessary protective gear or training when they were deployed to help Americans evacuated from China during the coronavirus outbreak. The complaint deals with Health and Human Services Department employees sent to Travis and March Air Force bases in California to assist the quarantined evacuees. The Office of Special Counsel,U.S. whistleblower: Federal workers had no protection while helping coronavirus evacuees,a federal agency that investigates personnel issues
Reporter Editor,Follow,Bobby.Hristova Cbc.Ca,Bobbyhristova On Twitter,Bobhristova Is A Reporter Editor With Cbc Hamilton. Email,A matter of time: Some Hamilton shoppers start stockpiling groceries as coronavirus spreads
"",Alberta Health Services is expanding the novel coronavirus testing of travellers to include six more places in addition to mainland China amid fears of a global pandemic.,2020-02-27 21:30:00,Alberta Health Services is expanding the coronavirus testing of travellers to include six more places in addition to mainland China amid fears of a global pandemic. Dr. Deena Hinshaw,Alberta expands coronavirus testing to travellers from 6 more places,Albertas chief medical officer of health
Thomson Reuters,The death toll in Chinas central Hubei province from a coronavirus outbreak leapt by a record 242 on Thursday,2020-02-12 11:07:00,taking the total number of deaths in the province so far to 1,China reports record surge in daily coronavirus deaths,310
Cbc News,A musician moving back to Vancouver says he was shocked when flight attendants removed him from a WestJet plane after he requested a pain pill for his headache last Saturday night.,2020-03-04 01:42:00,A musician moving back to Vancouver from Toronto says he was shocked when flight attendants removed him from a WestJet plane on Feb. 29,WestJet passenger removed after headache complaint sets off coronavirus concerns,after he requested a pain pill for his headache. Vladyslav Prystiazhniuk says that he was stressed out because hed been busy moving and had not slept much the previous night so he asked the flight attendant for an Aspirin. He says the flight attendant then asked him if he had a fever. Im like Im not sure because Im not a doctor
Cbc News,Businesses that count on Chinese clientele are hurting all because of heightened fears around COVID-19.,2020-02-13 05:37:00,The near-empty food court at the usually crowded Aberdeen Centre in Richmond,Coronavirus fears lead to sharp declines at some Metro Vancouver businesses,B.C.
"",The test results for the undergraduate student,2020-03-02 16:34:00,who developed flu-like symptoms after travelling to Italy over the reading week,Good news: McMaster says students coronavirus test came back negative,came back negative
Thomson Reuters,2020-03-03 15:42:00,report says,Chinas social media platforms were either instructed or under pressure to block criticism of the government’s handling of the COVID-19 outbreak,Chinese social media censored coronavirus terms and criticism early in outbreak,Toronto-based cyber research group Citizen Lab says in a report.
Cbc News,Dr. Paul Bradford,2020-03-26 10:00:00,an emergency room and trauma physician at Windsor Regional Hospital,Front-line ER doctor says health-care workers are preparing for hordes of people with COVID-19,says health-care workers with his organization are preparing for the possibility that COVID-19 cases in the region will skyrocket.
Reporter,Ideas Welcomed At Guy.Quenneville Cbc.Ca,Story Tips,Follow Guy On Twitter,Web Writer For Cbc Saskatoon,Sask. farm couple really missing home after days being cooped up on coronavirus cruise ship
Prince Edward Island,Photographer,Editor,Video Journalist In Print,Wayne Thibodeau Is A Reporter Editor With Cbc Prince Edward Island. He Has Worked As A Reporter,Digital
"",Collecting donations for Winnipeg Harvest instead of payment,2020-03-27 01:11:00,15 Winnipeg photographers are capturing family photos at a safe distance.,WATCH: Portraits at a safe social distance raise money for charity,Photographers around the world
Cbc News,The husband of a woman confirmed as Ontarios fifth case of COVID-19 has also tested positive for coronavirus,2020-02-27 13:22:00,health officials said Thursday.,Husband of Ontarios 5th COVID-19 case also tests positive for coronavirus,The husband of a woman confirmed as Ontarios fifth case of COVID-19 has also tested positive for coronavirus
The Associated Press,U.S. health officials have confirmed the second case of novel coronavirus in the United States believed to have been transmitted to a person who didnt travel internationally or come in close contact with anyone who had it.,2020-02-28 20:17:00,U.S. health officials have confirmed the second case of novel coronavirus in the United States believed to have been transmitted to a person who didnt travel internationally or come in close contact with anyone who had it. The U.S. Centers for Disease Control said Friday that officials are aware of a second possible instance of community spread of COVID-19 in California. The CDC said in a statement that the patient has tested positive for the virus and is considered a presumptive positive case. Health officials in San Jose planned a Friday afternoon briefing. Santa Clara County Public Health Department spokesperson Maury Kendall said earlier that the person is isolated at home. It comes a day after state officials said a woman hospitalized at University of California Davis Health Center in Sacramento had contracted the illness after no known contact. They have changed the course of this outbreak: Revelations from handling of coronavirus in ChinaFilm shows anger in China,2nd coronavirus case in U.S. with no known source confirmed in California,overcrowded hospitals & alleged forced quarantine over coronavirus outbreak Solano County Public Health Officer Dr. Bela Matyas said public health officials have identified dozens of people — but fewer than 100 — who had close contact with the woman. They are quarantined in their homes. and a few who have shown symptoms are in isolation
